customer_id,city,gender,loyalty_tier,age,recency,frequency,monetary,avg_order_value,total_quantity,total_order,cancel_count,cancel_rate,avg_discount,avg_shipping_cost,cluster,cluster_label
CUST-000107,Jakarta,Male,Gold,32,14,55,17419600.0,316720.0,67,68,7,0.1029,10.88,13309.0,0,High Value Customer
CUST-000108,Yogyakarta,Female,Silver,22,201,3,6152500.0,2050833.0,5,5,1,0.2,12.0,10200.0,1,At Risk Customer
CUST-000109,Palembang,Male,Silver,20,409,4,813700.0,203425.0,4,5,1,0.2,11.0,6600.0,1,At Risk Customer
CUST-000110,Jakarta,Female,Gold,20,222,5,1640900.0,328180.0,5,5,0,0.0,10.0,13000.0,2,Low Engagement Customer
CUST-000111,Palembang,Male,Silver,33,269,5,1939200.0,387840.0,10,5,0,0.0,4.0,13600.0,2,Low Engagement Customer
CUST-000112,Medan,Male,Platinum,31,27,41,26994600.0,658405.0,55,50,3,0.06,11.3,13180.0,0,High Value Customer
CUST-000113,Bandung,Female,Bronze,20,44,12,7272800.0,606067.0,16,14,0,0.0,11.07,13857.0,2,Low Engagement Customer
CUST-000114,Surabaya,Female,Bronze,31,113,2,251500.0,125750.0,2,5,1,0.2,3.0,12000.0,1,At Risk Customer
CUST-000115,Medan,Female,Bronze,19,120,4,1159200.0,289800.0,6,5,1,0.2,18.0,13000.0,1,At Risk Customer
CUST-000116,Surabaya,Female,Bronze,37,418,4,1635000.0,408750.0,8,5,1,0.2,20.0,12600.0,1,At Risk Customer
CUST-000117,Jakarta,Female,Gold,31,81,7,15001800.0,2143114.0,15,10,1,0.1,6.5,12300.0,2,Low Engagement Customer
CUST-000118,Yogyakarta,Male,Bronze,28,16,5,1085700.0,217140.0,7,5,0,0.0,8.0,16600.0,2,Low Engagement Customer
CUST-000119,Semarang,Female,Silver,20,19,34,11389000.0,334971.0,39,41,3,0.0732,9.51,12976.0,0,High Value Customer
CUST-000120,Bandung,Female,Bronze,29,455,2,1744400.0,872200.0,2,5,1,0.2,2.0,12200.0,1,At Risk Customer
CUST-000121,Medan,Female,Bronze,28,275,4,971800.0,242950.0,4,5,0,0.0,17.0,13400.0,2,Low Engagement Customer
CUST-000122,Yogyakarta,Female,Bronze,34,138,8,4927200.0,615900.0,12,10,0,0.0,16.5,12400.0,2,Low Engagement Customer
CUST-000123,Surabaya,Male,Gold,33,76,27,17759100.0,657744.0,44,32,2,0.0625,9.22,12094.0,0,High Value Customer
CUST-000124,Bandung,Male,Bronze,39,265,5,2762300.0,552460.0,5,5,0,0.0,5.0,11200.0,2,Low Engagement Customer
CUST-000125,Unknown,Male,Silver,27,34,12,3832500.0,319375.0,14,14,0,0.0,8.57,10286.0,2,Low Engagement Customer
CUST-000126,Jakarta,Male,Silver,18,246,2,739900.0,369950.0,2,5,2,0.4,8.0,11800.0,1,At Risk Customer
CUST-000127,Palembang,Female,Bronze,40,181,4,1685000.0,421250.0,6,5,1,0.2,6.0,11200.0,1,At Risk Customer
CUST-000128,Bandung,Female,Bronze,23,229,4,894600.0,223650.0,4,5,1,0.2,11.0,15800.0,1,At Risk Customer
CUST-000129,Medan,Male,Bronze,22,219,4,3048500.0,762125.0,8,5,1,0.2,13.0,7800.0,1,At Risk Customer
CUST-000130,Tangerang,Female,Bronze,31,327,4,2271300.0,567825.0,8,5,1,0.2,8.0,14800.0,1,At Risk Customer
CUST-000131,Bogor,Male,Bronze,34,255,7,2353600.0,336229.0,12,10,2,0.2,10.5,13700.0,1,At Risk Customer
CUST-000132,Bekasi,Male,Silver,27,493,3,3965700.0,1321900.0,6,5,2,0.4,7.0,12400.0,1,At Risk Customer
CUST-000133,Jakarta,Male,Bronze,27,552,4,3840300.0,960075.0,9,5,0,0.0,2.0,12800.0,2,Low Engagement Customer
CUST-000134,Surabaya,Male,Bronze,28,45,5,1470200.0,294040.0,7,5,0,0.0,15.0,12600.0,2,Low Engagement Customer
CUST-000135,Bandung,Female,Bronze,44,568,4,1990000.0,497500.0,6,5,1,0.2,9.0,10800.0,1,At Risk Customer
CUST-000136,Depok,Male,Bronze,31,35,4,2938700.0,734675.0,4,5,0,0.0,11.0,13000.0,2,Low Engagement Customer
CUST-000137,Medan,Female,Bronze,23,50,5,1367900.0,273580.0,6,5,0,0.0,10.0,14600.0,2,Low Engagement Customer
CUST-000138,Unknown,Female,Gold,23,33,19,9360300.0,492647.0,23,23,3,0.1304,9.78,12391.0,2,Low Engagement Customer
CUST-000139,Jakarta,Male,Bronze,31,49,5,2963300.0,592660.0,8,5,0,0.0,5.0,11600.0,2,Low Engagement Customer
CUST-000140,Surabaya,Male,Bronze,34,296,5,1758300.0,351660.0,7,5,0,0.0,9.0,13000.0,2,Low Engagement Customer
CUST-000141,Jakarta,Female,Bronze,36,167,3,400200.0,133400.0,3,5,2,0.4,15.0,11200.0,1,At Risk Customer
CUST-000142,Tangerang,Male,Silver,33,188,4,864700.0,216175.0,5,5,0,0.0,17.0,13400.0,2,Low Engagement Customer
CUST-000143,Medan,Female,Bronze,24,115,5,1823800.0,364760.0,6,5,0,0.0,9.0,11400.0,2,Low Engagement Customer
CUST-000144,Jakarta,Male,Bronze,28,72,4,2014000.0,503500.0,5,5,0,0.0,10.0,14000.0,2,Low Engagement Customer
CUST-000145,Tangerang,Male,Platinum,38,55,18,7202500.0,400139.0,25,23,3,0.1304,9.57,12783.0,2,Low Engagement Customer
CUST-000146,Bandung,Male,Silver,21,3,19,16808100.0,884637.0,30,23,1,0.0435,11.09,13304.0,0,High Value Customer
CUST-000147,Surabaya,Female,Silver,27,6,4,839900.0,209975.0,5,5,0,0.0,16.0,11400.0,2,Low Engagement Customer
CUST-000148,Jakarta,Female,Gold,37,20,50,35195300.0,703906.0,74,55,2,0.0364,11.64,12727.0,0,High Value Customer
CUST-000149,Malang,Male,Bronze,39,235,4,1084500.0,271125.0,9,5,1,0.2,10.0,15200.0,1,At Risk Customer
CUST-000150,Malang,Male,Gold,30,349,4,795600.0,198900.0,4,5,0,0.0,8.0,16800.0,2,Low Engagement Customer
CUST-000151,Jakarta,Female,Silver,28,25,23,9049100.0,393439.0,28,28,2,0.0714,7.14,13536.0,2,Low Engagement Customer
CUST-000152,Surabaya,Male,Bronze,20,1,5,3642300.0,728460.0,8,5,0,0.0,2.0,16200.0,2,Low Engagement Customer
CUST-000153,Palembang,Male,Bronze,36,86,5,2955800.0,591160.0,7,5,0,0.0,10.0,14000.0,2,Low Engagement Customer
CUST-000154,Palembang,Female,Silver,43,35,9,3256900.0,361878.0,11,10,1,0.1,6.5,13000.0,2,Low Engagement Customer
CUST-000155,Bandung,Unknown,Bronze,31,285,5,3450100.0,690020.0,5,5,0,0.0,12.0,16800.0,2,Low Engagement Customer
CUST-000156,Makassar,Male,Bronze,35,214,3,1029600.0,343200.0,4,5,1,0.2,7.0,11600.0,1,At Risk Customer
CUST-000157,Depok,Female,Gold,31,11,4,2652100.0,663025.0,4,5,0,0.0,7.0,16200.0,2,Low Engagement Customer
CUST-000158,Malang,Female,Bronze,23,60,4,1591700.0,397925.0,4,5,0,0.0,4.0,11200.0,2,Low Engagement Customer
CUST-000159,Depok,Male,Bronze,18,24,9,5832100.0,648011.0,13,14,1,0.0714,7.5,13929.0,2,Low Engagement Customer
CUST-000160,Jakarta,Female,Silver,33,64,12,6543600.0,545300.0,13,14,2,0.1429,8.57,13143.0,2,Low Engagement Customer
CUST-000161,Depok,Male,Silver,53,139,19,8847600.0,465663.0,22,23,3,0.1304,9.35,11739.0,2,Low Engagement Customer
CUST-000162,Unknown,Female,Platinum,43,231,12,4907800.0,408983.0,19,14,0,0.0,8.21,13429.0,2,Low Engagement Customer
CUST-000163,Medan,Female,Silver,42,132,10,4995000.0,499500.0,13,14,3,0.2143,8.21,15571.0,1,At Risk Customer
CUST-000164,Makassar,Female,Silver,34,4,10,4626400.0,462640.0,16,14,3,0.2143,13.21,14286.0,1,At Risk Customer
CUST-000165,Tangerang,Male,Silver,35,51,5,2028800.0,405760.0,7,5,0,0.0,17.0,11400.0,2,Low Engagement Customer
CUST-000166,Jakarta,Female,Platinum,18,46,29,7401600.0,255228.0,38,32,2,0.0625,8.28,13969.0,0,High Value Customer
CUST-000167,Yogyakarta,Male,Bronze,38,46,3,657600.0,219200.0,3,5,1,0.2,8.0,9800.0,1,At Risk Customer
CUST-000168,Palembang,Female,Gold,26,9,34,17999900.0,529409.0,40,41,4,0.0976,7.56,11976.0,0,High Value Customer
CUST-000169,Jakarta,Male,Bronze,25,766,2,271900.0,135950.0,2,5,3,0.6,7.0,9400.0,1,At Risk Customer
CUST-000170,Jakarta,Female,Silver,29,248,2,663700.0,331850.0,2,5,3,0.6,14.0,15600.0,1,At Risk Customer
CUST-000171,Jakarta,Female,Silver,28,677,3,589700.0,196567.0,3,5,1,0.2,16.0,13600.0,1,At Risk Customer
CUST-000172,Tangerang,Male,Silver,25,162,5,1731400.0,346280.0,5,5,0,0.0,6.0,10600.0,2,Low Engagement Customer
CUST-000173,Jakarta,Female,Bronze,32,585,2,113100.0,56550.0,2,5,2,0.4,13.0,12600.0,1,At Risk Customer
CUST-000174,Jakarta,Male,Silver,26,18,4,2611000.0,652750.0,6,5,0,0.0,17.0,15800.0,2,Low Engagement Customer
CUST-000175,Jakarta,Female,Silver,32,14,41,18617900.0,454095.0,48,55,8,0.1455,10.0,10945.0,0,High Value Customer
CUST-000176,Makassar,Male,Gold,18,2,43,20403600.0,474502.0,54,50,4,0.08,8.8,13820.0,0,High Value Customer
CUST-000177,Medan,Female,Gold,30,28,75,37746900.0,503292.0,102,100,12,0.12,7.8,12590.0,0,High Value Customer
CUST-000178,Surabaya,Male,Bronze,22,124,3,539500.0,179833.0,3,5,1,0.2,1.0,16800.0,1,At Risk Customer
CUST-000179,Malang,Female,Silver,32,370,3,827700.0,275900.0,4,5,1,0.2,2.0,10800.0,1,At Risk Customer
CUST-000180,Yogyakarta,Male,Silver,33,77,40,22873500.0,571838.0,53,50,7,0.14,11.7,11740.0,0,High Value Customer
CUST-000181,Surabaya,Male,Bronze,18,88,5,1541400.0,308280.0,10,5,0,0.0,19.0,13600.0,2,Low Engagement Customer
CUST-000182,Medan,Male,Bronze,24,54,5,823700.0,164740.0,5,5,0,0.0,3.0,9200.0,2,Low Engagement Customer
CUST-000183,Medan,Female,Bronze,37,73,5,2845100.0,569020.0,7,5,0,0.0,10.0,13000.0,2,Low Engagement Customer
CUST-000184,Tangerang,Female,Bronze,19,14,5,612600.0,122520.0,5,5,0,0.0,8.0,18800.0,2,Low Engagement Customer
CUST-000185,Bandung,Male,Bronze,48,83,4,4119900.0,1029975.0,5,5,1,0.2,10.0,10200.0,1,At Risk Customer
CUST-000186,Makassar,Female,Bronze,42,32,4,2973400.0,743350.0,4,5,1,0.2,15.0,16200.0,1,At Risk Customer
CUST-000187,Bandung,Female,Bronze,27,216,3,497000.0,165667.0,3,5,1,0.2,15.0,12000.0,1,At Risk Customer
CUST-000188,Tangerang,Female,Gold,24,55,6,1953800.0,325633.0,6,10,1,0.1,20.5,11300.0,2,Low Engagement Customer
CUST-000189,Makassar,Female,Bronze,33,37,5,1693000.0,338600.0,9,5,0,0.0,10.0,13200.0,2,Low Engagement Customer
CUST-000190,Unknown,Male,Bronze,18,198,3,810100.0,270033.0,6,5,2,0.4,7.0,12600.0,1,At Risk Customer
CUST-000191,Jakarta,Male,Silver,18,69,15,6819000.0,454600.0,19,19,3,0.1579,9.74,12895.0,2,Low Engagement Customer
CUST-000192,Balikpapan,Female,Bronze,27,195,7,1359100.0,194157.0,9,10,1,0.1,10.0,16500.0,2,Low Engagement Customer
CUST-000193,Bekasi,Female,Bronze,30,163,4,407300.0,101825.0,4,5,0,0.0,7.0,17200.0,2,Low Engagement Customer
CUST-000194,Bekasi,Female,Platinum,32,16,174,78330300.0,450174.0,244,222,26,0.1171,9.62,12527.0,3,Top Spender
CUST-000195,Jakarta,Male,Bronze,26,384,3,853000.0,284333.0,7,5,1,0.2,15.0,11600.0,1,At Risk Customer
CUST-000196,Surabaya,Male,Bronze,43,78,5,2492100.0,498420.0,6,5,0,0.0,12.0,15200.0,2,Low Engagement Customer
CUST-000197,Bogor,Female,Silver,18,18,4,1790900.0,447725.0,5,5,1,0.2,12.0,9800.0,1,At Risk Customer
CUST-000198,Malang,Female,Bronze,21,8,9,3194400.0,354933.0,10,14,5,0.3571,7.5,13714.0,1,At Risk Customer
CUST-000199,Surabaya,Female,Gold,36,112,4,4752200.0,1188050.0,5,5,1,0.2,15.0,9600.0,1,At Risk Customer
CUST-000200,Bandung,Female,Bronze,21,36,5,2922300.0,584460.0,7,5,0,0.0,11.0,7200.0,2,Low Engagement Customer
CUST-000201,Jakarta,Female,Bronze,21,20,4,746300.0,186575.0,6,5,0,0.0,20.0,9000.0,2,Low Engagement Customer
CUST-000202,Surabaya,Male,Silver,33,154,7,1650600.0,235800.0,10,10,2,0.2,13.5,10500.0,1,At Risk Customer
CUST-000203,Jakarta,Male,Gold,22,38,44,27399800.0,622723.0,61,55,4,0.0727,9.55,12164.0,0,High Value Customer
CUST-000204,Jakarta,Female,Silver,30,79,9,3511800.0,390200.0,13,10,1,0.1,8.0,14900.0,2,Low Engagement Customer
CUST-000205,Makassar,Female,Bronze,25,52,4,1406900.0,351725.0,6,5,0,0.0,8.0,10600.0,2,Low Engagement Customer
CUST-000206,Surabaya,Male,Bronze,24,34,10,15049200.0,1504920.0,18,10,0,0.0,6.0,12900.0,2,Low Engagement Customer
